array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
39808;5.7450003624;75943;80148;4198;318464;64273582;39676002
39936;5.5760002136;77176;79589;1990;319488;64499793;39855631
40064;6.2430005074;76666;80502;2020;320512;64726066;40030965
40192;6.2710003853;76909;80786;4235;321536;64952402;40208417
40320;5.6540002823;77741;80133;4104;322560;65178800;40385891
40448;12.8380002975;78142;88445;251;323584;65405259;40565522
40576;5.4820003510;78058;81296;461;324608;65631781;40743011
40704;5.3890004158;78070;85569;127;325632;65858364;40922640
40832;5.4660000801;78493;89308;351;326656;66085008;41102291
40960;5.8050003052;78976;84868;4228;327680;66311714;41284095
41088;5.6000003815;78467;84620;81;328704;66538481;41455130
41216;5.6550002098;79529;88384;424;329728;66765308;41628232
41344;5.5600004196;79427;90084;75;330752;66992196;41801353
41472;5.5350003242;80443;92069;396;331776;67219144;41976631
41600;5.9240002632;79977;87977;4173;332800;67446153;42149769
41728;6.1560001373;80373;90290;1012;333824;67673221;42325047
41856;8.6929321289;81586;89233;4237;334848;67900350;42500351
41984;8.7140007019;81225;88768;301;335872;68127538;42677798
42112;6.0240001678;81409;92909;79;336896;68354785;42850955
42240;5.8470001221;81700;88899;61;337920;68582092;43026231
42368;6.1010003090;82648;90859;9019;338944;68809458;43201529
42496;5.9330000877;83366;90881;532;339968;69036883;43378983
42624;5.9150004387;83043;89710;118;340992;69264367;43554297
42752;6.1490001678;82690;91984;362;342016;69491909;43731751
42880;5.9950003624;83321;90552;98;343040;69719510;43909224
43008;5.9970002174;83158;90611;127;344064;69947169;44088853
43136;6.0470004082;83385;95866;465;345088;70174886;44262029
43264;5.8890004158;83674;94373;169;346112;70402661;44437305
43392;5.9010004997;84374;94858;404;347136;70630494;44612604
43520;5.8950004578;83944;93855;136;348160;70858384;44790056
43648;5.9490003586;86313;96745;494;349184;71086332;44965372
43776;6.1020002365;85186;95360;425;350208;71314337;45142825
43904;6.4080004692;85543;96290;4210;351232;71542399;45320299
44032;6.2870001793;85296;97304;459;352256;71770518;45499928
44160;6.5870003700;85624;93802;4426;353280;71998693;45675260
44288;6.7170004845;85785;97810;415;354304;72226925;45852714
44416;6.7200002670;86663;98401;1992;355328;72455214;46030188
44544;6.4710001945;86543;99358;1997;356352;72683559;46209817
44672;6.3190002441;88087;98532;74;357376;72911959;46387308
44800;6.5860004425;87445;98410;9536;358400;73140416;46566937
44928;7.3400001526;87492;97970;121;359424;73368928;46746587
45056;6.3910002708;88007;94332;485;360448;73597497;46928392
45184;6.4340004921;87748;100211;458;361472;73826120;47101585
45312;6.4870004654;88203;98744;495;362496;74054799;47276862
45440;10.4420003891;88333;99828;393;363520;74283533;47452160
45568;10.8820009232;89067;101298;4238;364544;74512321;47629614
45696;7.5600004196;89218;102199;4290;365568;74741165;47804928
45824;6.5680003166;89264;100525;598;366592;74970063;47982381
45952;6.5920004845;89867;103969;566;367616;75199016;48159855
46080;6.5200004578;89799;104546;85;368640;75428023;48339484
46208;6.4740004539;90455;104640;178;369664;75657085;48514816
46336;6.4280004501;90030;102396;542;370688;75886200;48692269
46464;6.4700002670;91592;102832;418;371712;76115369;48869744
46592;6.9310002327;91138;103353;9949;372736;76344592;49049372
46720;6.7190003395;91633;100839;166;373760;76573869;49226863
46848;13.8210010529;92914;104829;302;374784;76803199;49406495
46976;12.7150001526;93518;106741;10033;375808;77032583;49586145
47104;7.8480005264;93699;103813;424;376832;77262019;49767948
47232;6.6350002289;93697;105646;751;377856;77491509;49943298
47360;6.6850004196;93210;106467;594;378880;77721051;50120751
47488;6.6530003548;94077;106199;488;379904;77950646;50298226
47616;13.0930004120;94197;106822;833;380928;78180294;50477856
47744;6.9170002937;94545;106499;621;381952;78409995;50655346
47872;7.0400004387;95306;109240;575;382976;78639747;50834975
48000;6.7450003624;94891;112705;530;384000;78869552;51014625
48128;6.7860002518;95775;108533;569;385024;79099409;51196430
48256;6.7690005302;95361;110795;132;386048;79329317;51373939
48384;6.8060002327;95898;109739;154;387072;79559278;51553567
48512;7.1070003510;96335;111723;2015;388096;79789290;51733218
48640;7.1400003433;96956;114104;646;389120;80019353;51915023
48768;7.0950002670;97931;115233;788;390144;80249468;52094690
48896;6.9120001793;97304;112498;653;391168;80479634;52276495
49024;6.9350004196;97975;114717;662;392192;80709851;52458321
49152;6.9720001221;98965;114061;646;393216;80940120;52642301
49280;7.1190004349;97170;111496;507;394240;81170439;52710442
49408;7.0190005302;98547;121866;522;395264;81400808;52780632
49536;6.9990005493;99064;117988;550;396288;81631228;52850841
49664;7.0270004272;99409;116864;581;397312;81861699;52923207
49792;7.0330004692;99452;119468;450;398336;82092220;52993434
49920;7.0570001602;98967;117693;532;399360;82322791;53065798
50048;7.0490002632;100451;115717;652;400384;82553412;53138184
50176;7.0790004730;100148;118222;544;401408;82784083;53212726
50304;7.2120003700;100912;122303;551;402432;83014804;53282971
50432;7.0950002670;100817;119474;614;403456;83245574;53355336
50560;7.0990004539;101932;121002;543;404480;83476394;53427722
50688;7.1160001755;101558;118622;336;405504;83707263;53502263
50816;7.0990004539;101177;113989;589;406528;83938182;53574665
50944;7.1250004768;102128;118730;616;407552;84169149;53649206
51072;7.1230001450;102381;124848;615;408576;84400166;53723769
51200;7.1310005188;102365;123318;562;409600;84631232;53800486
51328;7.1240005493;103027;123470;655;410624;84862346;53870749
51456;7.1610002518;103370;125852;637;411648;85093509;53943114
51584;7.1600003242;103599;126448;638;412672;85324721;54015506
51712;7.1990003586;103293;126334;773;413696;85555981;54090041
51840;7.2060003281;104218;120077;711;414720;85787289;54162443
51968;7.2650003433;103907;118872;784;415744;86018646;54236984
52096;7.7080001831;103691;124802;11330;416768;86250050;54311547
52224;7.7790002823;103803;119664;11184;417792;86481503;54388264
52352;7.4390001297;104251;124047;558;418816;86713003;54460685
52480;7.4370002747;104261;122626;618;419840;86944551;54535226
52608;7.2150001526;104381;119828;850;420864;87176147;54609787
52736;7.3390002251;106167;125754;7224;421888;87407790;54686504
52864;7.6380004883;109134;130946;3117;422912;87639481;54761084
52992;7.4860005379;105874;117293;1169;423936;87871218;54837801
53120;7.4930005074;106103;121073;751;424960;88103003;54914539
53248;7.2490005493;106541;117192;554;425984;88334835;54993432
53376;7.2720003128;106376;121332;627;427008;88566714;55063713
53504;7.2650003433;106935;122068;521;428032;88798639;55136078
53632;7.2760004997;106563;122766;579;429056;89030612;55208464
53760;7.2820005417;107167;124342;682;430080;89262630;55283004
53888;7.2920002937;107476;123108;646;431104;89494696;55355408
54016;7.3340001106;107979;123583;492;432128;89726807;55429949
54144;7.3240003586;108038;124386;591;433152;89958965;55504511
54272;7.3330001831;108624;125226;624;434176;90191169;55581228
54400;7.3260002136;109179;124393;691;435200;90423419;55653649
54528;7.4780001640;108606;126243;417;436224;90655715;55728190
54656;7.3620004654;110114;126590;727;437248;90888057;55802752
54784;7.3530001640;109567;128689;582;438272;91120444;55879469
54912;7.3880004883;109826;126123;797;439296;91352877;55954047
55040;7.3580002785;110114;125305;562;440320;91585356;56030765
55168;7.3810005188;110838;127244;585;441344;91817879;56107503
55296;10.3140001297;111222;128197;417;442368;92050449;56186397
55424;7.3120002747;111544;127766;667;443392;92283063;56258835
55552;7.4650001526;111856;127475;564;444416;92515722;56333376
55680;8.2500000000;112823;126313;313;445440;92748427;56407938
55808;7.3940005302;112116;127549;690;446464;92981176;56484655
55936;7.4130005836;112125;127477;564;447488;93213970;56559234
56064;7.4020004272;111959;132131;1206;448512;93446808;56635951
56192;7.4350004196;112822;132638;691;449536;93679691;56712689
56320;7.4070005417;113546;133848;419;450560;93912619;56791582
56448;7.4540004730;113678;134163;743;451584;94145591;56866179
56576;7.7610001564;114298;129875;392;452608;94378607;56942896
56704;7.6530003548;113795;131889;787;453632;94611667;57019634
56832;7.7030005455;114882;135286;358;454656;94844772;57098527
56960;7.9510002136;115356;134771;4277;455680;95077920;57175282
57088;7.8740005493;114615;132370;4182;456704;95311112;57254175
57216;7.7070002556;115778;134767;264;457728;95544348;57333089
57344;8.5440006256;115567;134270;373;458752;95777627;57414159
57472;7.7220005989;115682;133578;110;459776;96010951;57484457
57600;7.7310004234;116066;135998;175;460800;96244317;57556822
57728;7.4810004234;117063;135272;576;461824;96477727;57629207
57856;7.5210003853;116599;139147;607;462848;96711180;57703749
57984;7.5210003853;117060;139655;213;463872;96944677;57776152
58112;7.9000005722;116838;136832;320;464896;97178216;57850693
58240;8.1420001984;117541;136429;4207;465920;97411798;57925253
58368;9.7490005493;118055;142208;4310;466944;97645424;58001973
58496;9.6810007095;118313;140021;1922;467968;97879092;58074393
58624;7.8470005989;118610;143205;833;468992;98112802;58148934
58752;7.9590005875;118531;140205;4215;470016;98346556;58223495
58880;7.9510002136;118795;140007;763;471040;98580352;58300213
59008;7.8010005951;119481;139565;764;472064;98814190;58374792
59136;7.9070005417;119871;140750;4244;473088;99048071;58451509
59264;7.8670005798;120314;141119;451;474112;99281993;58528247
59392;8.7780008316;120681;141803;4263;475136;99515958;58607140
59520;7.9070005417;121347;142635;624;476160;99749965;58679579
59648;7.8620004654;121017;141717;190;477184;99984014;58754120
59776;7.6830005646;121509;139653;435;478208;100218105;58828681
59904;8.0900001526;122269;145039;12371;479232;100452238;58905399
60032;11.9430007935;122617;144622;13014;480256;100686412;58979979
60160;11.9190006256;123282;153043;1003;481280;100920628;59056696
60288;9.8920001984;123908;142848;2222;482304;101154886;59133434
60416;7.9090003967;122705;144438;229;483328;101389185;59212326
60544;7.6670002937;123492;144066;300;484352;101623525;59286923
60672;7.7390003204;122550;143643;494;485376;101857906;59363640
60800;7.6680002213;124042;142471;606;486400;102092329;59440378
60928;7.9770002365;124136;144653;4260;487424;102326793;59519271
61056;8.5090007782;125036;147066;4283;488448;102561297;59596026
61184;7.9860005379;124238;147240;109;489472;102795843;59674919
61312;8.0280008316;125618;147601;704;490496;103030430;59753833
61440;8.0120000839;124361;144767;8721;491520;103265057;59834902
61568;7.8870005608;126044;148818;276;492544;103499725;59907359
61696;7.7440004349;124867;144466;654;493568;103734433;59981900
61824;17.0440006256;126914;152952;13162;494592;103969182;60056464
61952;8.1300001144;125678;148693;98;495616;104203971;60133179
62080;7.9990005493;128410;151209;290;496640;104438801;60207758
62208;8.8950004578;126006;155335;13214;497664;104673670;60284475
62336;8.0240001678;128535;155743;799;498688;104908580;60361213
62464;8.0450000763;127006;157856;976;499712;105143530;60440106
62592;7.7690005302;127957;157508;897;500736;105378520;60514703
