array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
26752;2.4410002232;45986;19215;3405;214016;41572662;21298018
26880;2.4460000992;45966;19599;3438;215040;41791133;21367184
27008;3.1170001030;47593;24237;3820;216064;42009697;21436370
27136;2.4630000591;46089;18670;3144;217088;42228353;21507710
27264;3.3310000896;47479;21064;3568;218112;42447101;21576913
27392;3.8880002499;47389;22742;3376;219136;42665941;21648256
27520;2.4760000706;47491;20271;3595;220160;42884872;21719615
27648;3.0600001812;47759;22047;2038;221184;43103894;21793134
27776;2.4910001755;47925;21513;3262;222208;43323006;21862354
27904;2.5390000343;48457;23000;2539;223232;43542208;21933697
28032;2.5380001068;48625;20157;2201;224256;43761500;22005057
28160;3.2130000591;48727;24123;2450;225280;43980881;22078575
28288;3.2250001431;49401;22000;3359;226304;44200350;22149954
28416;2.5510001183;48686;21095;2097;227328;44419908;22223472
28544;2.5550000668;49099;22012;2115;228352;44639553;22297007
28672;2.5210001469;49381;20114;3532;229376;44859286;22372701
28800;2.5780000687;49809;23319;3817;230400;45079106;22439783
28928;2.6190001965;50415;25349;2875;231424;45299013;22508949
29056;2.5700001717;50480;22523;3903;232448;45519006;22578132
29184;2.6140000820;50936;26439;3693;233472;45739086;22649475
29312;2.6190001965;51242;23258;2940;234496;45959250;22718678
29440;4.2130002975;53962;28580;7605;235520;46179500;22790020
29568;4.8200001717;51624;24334;3453;236544;46399835;22861380
29696;2.6440000534;51516;21201;3555;237568;46620254;22934898
29824;2.7310001850;51968;23121;3853;238592;46840758;23004118
29952;2.6630001068;52416;25117;4051;239616;47061345;23075460
30080;3.2090001106;52789;25458;2524;240640;47282015;23146821
30208;3.5420000553;53362;26088;3818;241664;47502769;23220339
30336;2.7260000706;53037;24059;3933;242688;47723605;23291717
30464;2.6930000782;53732;25081;4186;243712;47944523;23365236
30592;3.5650000572;53965;27171;2785;244736;48165524;23438772
30720;2.7170002460;54016;26536;3603;245760;48386606;23514466
30848;2.8490002155;53696;24190;2196;246784;48607769;23583704
30976;2.7280001640;54770;25791;3100;247808;48829014;23655047
31104;3.7820000648;55032;27837;2215;248832;49050339;23726407
31232;2.7400002480;55196;26289;2904;249856;49271744;23799925
31360;2.7080001831;55461;25429;2760;250880;49493229;23871303
31488;2.7690000534;55901;27674;2660;251904;49714794;23944822
31616;2.7560000420;55493;26092;2549;252928;49936439;24018358
31744;3.3290002346;55919;28083;2591;253952;50158162;24094052
31872;3.5680000782;56720;26268;2738;254976;50379964;24165450
32000;2.8050000668;56980;27759;3724;256000;50601844;24238967
32128;3.7760002613;57285;29120;3494;257024;50823802;24312503
32256;2.8680000305;57412;26664;3216;258048;51045838;24388196
32384;2.8320000172;58190;28888;4511;259072;51267952;24461752
32512;2.8330001831;57765;25998;2722;260096;51490143;24537446
32640;2.8350000381;58003;28348;4342;261120;51712410;24613158
32768;2.9180002213;57586;26415;2896;262144;51934754;24691027
32896;2.8560001850;57648;28567;2718;263168;52157174;24817957
33024;7.3600001335;58833;29137;4323;264192;52379670;24946900
33152;6.1860003471;60084;31786;4362;265216;52602242;25075860
33280;2.9380002022;60407;29503;4426;266240;52824889;25206978
33408;5.9670004845;60628;30762;4356;267264;53047611;25335956
33536;2.9770002365;60493;30628;3962;268288;53270408;25467074
33664;2.9720001221;61785;28974;5179;269312;53493279;25598210
33792;2.9900002480;61608;29158;4878;270336;53716225;25731504
33920;2.9980001450;62043;31314;4283;271360;53939244;25860501
34048;3.2490000725;62003;29548;2877;272384;54162337;25991618
