array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
38528;3.9860002995;29124;11641;2639;308224;519542374400;18171150
38656;11.8040008545;30687;10833;5001;309248;523000217600;18043562
38784;3.9550001621;27871;9467;2734;310272;526469529600;17871033
38912;4.0450000763;33469;9515;2786;311296;529950310400;18266158
39040;4.0830001831;31879;9448;3244;312320;533442560000;18536998
39168;4.0120000839;27818;7860;2318;313344;536946278400;18020493
39296;4.0390000343;30012;9571;2926;314368;540461465600;18275178
39424;4.1520004272;31404;9057;2764;315392;543988121600;18458541
39552;4.0120000839;26257;10187;3317;316416;547526246400;18056665
39680;4.0290002823;28555;10145;3480;317440;551075840000;18345586
39808;4.0630002022;28584;12278;4853;318464;554636902400;18227083
39936;4.1740002632;32676;15521;4874;319488;558209433600;18858159
40064;4.2180004120;34055;14414;4956;320512;561793433600;19158984
40192;4.1100001335;31187;10391;4944;321536;565388902400;18710966
40320;4.0260000229;28835;12332;5107;322560;568995840000;18295058
40448;4.3540000916;40667;17323;4990;323584;572614246400;19905390
40576;4.2170000076;32769;12184;4753;324608;576244121600;19075142
40704;4.0930004120;29928;10185;5095;325632;579885465600;18664585
40832;4.1810002327;30730;9258;4994;326656;583538278400;19033229
40960;4.2430000305;32796;11930;5054;327680;587202560000;19210963
41088;4.1960000992;31430;10570;5445;328704;590878310400;19010744
41216;4.3460001945;36232;14868;5129;329728;594565529600;19767310
41344;4.1560001373;26978;11724;5312;330752;598264217600;18807390
41472;4.9530000687;30674;12846;5056;331776;601974374400;19203308
41600;4.4530000687;34943;11095;5096;332800;605696000000;19636535
41728;4.3500003815;34523;13264;5253;333824;609429094400;19720442
41856;4.3330001831;33623;11820;5285;334848;613173657600;19783953
41984;4.2560000420;32159;12172;5033;335872;616929689600;19366396
42112;4.3700003624;34994;13966;5063;336896;620697190400;19939195
42240;4.3270001411;32086;12226;5402;337920;624476160000;19731067
42368;4.5480003357;38136;15743;5030;338944;628266598400;20382404
42496;4.3650002480;30374;10943;5603;339968;632068505600;19727140
42624;4.5410003662;40078;16259;5154;340992;635881881600;20735253
42752;4.2090001106;27176;12909;5253;342016;639706726400;19028404
42880;4.2840003967;29249;9525;5197;343040;643543040000;19543957
43008;4.5540003777;39988;16001;5118;344064;647390822400;20764184
43136;4.3580002785;32552;12462;5475;345088;651250073600;19875820
43264;4.5130000114;34415;15259;5225;346112;655120793600;20291806
43392;4.4750003815;31040;12238;5617;347136;659002982400;20247216
43520;4.4760003090;33911;10786;5595;348160;662896640000;20392668
43648;4.5850000381;37486;15787;5156;349184;666801766400;20722704
43776;4.5199999809;36808;12946;5236;350208;670718361600;20620294
43904;4.8250002861;47211;20391;5521;351232;674646425600;22110999
44032;7.5370001793;34475;13304;5582;352256;678585958400;20284765
44160;4.4700002670;31559;11650;5361;353280;682536960000;20262814
44288;4.7420001030;41565;17722;5768;354304;686499430400;21509955
44416;4.4430003166;30562;12446;5540;355328;690473369600;20249000
