array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
37632;3.2010002136;70153;2377;21;301056;60437767;29711287
37760;3.2710001469;70983;2586;18;302080;60662883;29844600
37888;2.8940000534;70845;2408;26;303104;60888065;29980069
38016;3.2540001869;71368;2494;18;304128;61113313;30111243
38144;3.3590002060;71816;2477;16;305152;61338626;30244538
38272;7.0120005608;72396;2462;21;306176;61564005;30377849
38400;3.3990001678;72475;2582;23;307200;61789449;30513319
38528;3.8490002155;72238;2805;20;308224;62014959;30646650
38656;3.4210002422;72508;2216;19;309248;62240533;30782119
38784;3.2390000820;73282;2591;13;310272;62466172;30917608
38912;3.4480001926;73277;2323;21;311296;62691875;31055253
39040;3.3580002785;73777;2620;29;312320;62917642;31186445
39168;3.3810000420;73918;2432;15;313344;63143473;31319739
39296;4.2910003662;73980;2862;23;314368;63369368;31453051
39424;3.2250001431;74721;2858;21;315392;63595327;31588521
39552;3.3420002460;75023;2527;14;316416;63821349;31721853
39680;3.3720002174;75326;2370;20;317440;64047434;31857321
39808;3.7390000820;75637;2764;24;318464;64273582;31992811
39936;3.4670002460;75828;2597;33;319488;64499793;32130456
40064;3.9670002460;76579;2542;21;320512;64726066;32263806
40192;3.3950002193;76552;2828;22;321536;64952402;32399275
40320;4.0360002518;78920;2648;23;322560;65178800;32534763
40448;3.1750001907;77450;2578;21;323584;65405259;32672409
40576;3.1680002213;77420;2855;20;324608;65631781;32807916
40704;3.6060001850;77801;2722;23;325632;65858364;32945562
40832;3.2020001411;78393;2801;18;326656;66085008;33083226
40960;3.1780002117;77788;2683;17;327680;66311714;33223047
41088;6.2940001488;78488;3509;22;328704;66538481;33352101
41216;3.5780000687;79141;2792;23;329728;66765308;33483217
41344;3.4360001087;79745;2941;15;330752;66992196;33614354
41472;7.7390003204;80026;3410;22;331776;67219144;33747648
41600;3.3070001602;79773;3044;27;332800;67446153;33878803
41728;3.7760002613;79960;2773;15;333824;67673221;34012096
41856;4.3400001526;80122;2717;27;334848;67900350;34145408
41984;5.4610004425;80680;2758;23;335872;68127538;34280878
42112;3.3930001259;81110;2828;17;336896;68354785;34412051
42240;3.7180001736;80900;2644;20;337920;68582092;34545345
42368;7.5720005035;81720;2968;11;338944;68809458;34678658
42496;3.3930001259;82200;3015;14;339968;69036883;34814127
42624;3.7730002403;82272;2896;13;340992;69264367;34947458
42752;3.3860001564;82298;2815;20;342016;69491909;35082927
42880;3.6820001602;82404;2927;15;343040;69719510;35218416
43008;4.0390000343;83182;2820;25;344064;69947169;35356062
43136;3.4490001202;83175;3177;10;345088;70174886;35487253
43264;7.8510003090;83697;3250;9;346112;70402661;35620549
43392;3.4820001125;83594;2671;14;347136;70630494;35753859
43520;3.9880001545;84232;2915;16;348160;70858384;35889329
43648;3.9950001240;84816;2882;16;349184;71086332;36022660
43776;3.5040001869;84377;3234;18;350208;71314337;36158130
43904;4.0290002823;84842;2886;19;351232;71542399;36293618
44032;3.9610002041;85362;3040;15;352256;71770518;36431264
44160;3.9290001392;85556;2855;15;353280;71998693;36564613
44288;4.4590001106;86016;2918;19;354304;72226925;36700083
44416;3.9730002880;86383;2957;20;355328;72455214;36835571
44544;4.0870003700;86528;2931;22;356352;72683559;36973217
44672;3.9910001755;86810;2581;17;357376;72911959;37108724
44800;3.9870002270;87082;3007;21;358400;73140416;37246370
44928;4.1200003624;86658;2956;21;359424;73368928;37384034
45056;4.0329999924;87234;2932;19;360448;73597497;37523857
45184;3.6350002289;87171;3021;20;361472;73826120;37655065
45312;4.4400000572;87219;3074;18;362496;74054799;37788359
45440;4.0870003700;88220;3126;13;363520;74283533;37921671
45568;3.9310002327;88227;3060;17;364544;74512321;38057141
45696;3.9780001640;88204;2971;19;365568;74741165;38190472
45824;4.1140003204;88706;2990;19;366592;74970063;38325942
45952;3.8750002384;89786;3219;20;367616;75199016;38461430
46080;3.7430002689;89224;3072;18;368640;75428023;38599076
46208;3.7880001068;89761;2953;13;369664;75657085;38732425
46336;4.0590000153;90505;3120;18;370688;75886200;38867895
46464;7.3030004501;90264;3499;16;371712;76115369;39003385
46592;4.9150004387;90706;3076;15;372736;76344592;39141029
46720;3.8180000782;90851;3084;13;373760;76573869;39276536
46848;3.8940002918;91351;3089;15;374784;76803199;39414181
46976;4.1240000725;91168;3391;16;375808;77032583;39551846
47104;5.8700003624;91827;3485;21;376832;77262019;39691669
47232;4.2200002670;92033;3444;21;377856;77491509;39825036
47360;4.3150000572;92294;3279;20;378880;77721051;39960505
47488;5.8160004616;92649;3342;22;379904;77950646;40095994
47616;4.3830003738;92906;3410;22;380928;78180294;40233639
47744;3.8850002289;93601;3035;17;381952;78409995;40369145
47872;3.9100000858;93690;3202;17;382976;78639747;40506792
48000;4.0240001678;93959;3297;19;384000;78869552;40644456
48128;4.1520004272;94273;3300;15;385024;79099409;40784278
48256;3.9420001507;94226;3183;18;386048;79329317;40919803
48384;4.2290000916;94668;3101;22;387072;79559278;41057449
48512;4.0310001373;95101;3137;30;388096;79789290;41195113
48640;4.3320002556;95533;3472;22;389120;80019353;41334935
48768;4.7030000687;95834;3230;30;390144;80249468;41472618
48896;4.4470000267;96030;3041;18;391168;80479634;41612440
49024;4.0230002403;96177;3577;24;392192;80709851;41752280
49152;4.3350000381;95125;3208;18;393216;80940120;41894278
49280;6.5960001945;95565;3280;26;394240;81170439;41962419
49408;4.0410003662;96727;3316;24;395264;81400808;42032609
49536;4.4539999962;96983;3256;21;396288;81631228;42102817
49664;4.5450000763;97786;3352;16;397312;81861699;42175183
49792;4.4000000954;97577;3413;18;398336;82092220;42245411
49920;4.4310002327;98052;3640;21;399360;82322791;42317777
50048;6.7040004730;98784;3427;25;400384;82553412;42390160
50176;4.7029418945;98740;3273;21;401408;82784083;42464708
